"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked.S","Embarked.C"
859,1,0.827,-1.355,-0.392,-0.474,3.248,-0.261,-1.614,2.073
861,0,0.827,0.737,0.778,1.339,-0.473,-0.364,0.619,-0.482
862,0,-0.369,0.737,-0.599,0.433,-0.473,-0.417,0.619,-0.482
863,1,-1.565,-1.355,1.26,-0.474,-0.473,-0.126,0.619,-0.482
865,0,-0.369,0.737,-0.392,-0.474,-0.473,-0.386,0.619,-0.482
866,1,-0.369,-1.355,0.847,-0.474,-0.473,-0.386,0.619,-0.482
867,1,-0.369,-1.355,-0.186,0.433,-0.473,-0.369,-1.614,2.073
868,0,-1.565,0.737,0.09,-0.474,-0.473,0.368,0.619,-0.482
870,1,0.827,0.737,-1.769,0.433,0.767,-0.424,0.619,-0.482
871,0,0.827,0.737,-0.255,-0.474,-0.473,-0.489,0.619,-0.482
872,1,-1.565,-1.355,1.191,0.433,0.767,0.41,0.619,-0.482
873,0,-1.565,0.737,0.227,-0.474,-0.473,-0.547,0.619,-0.482
874,0,0.827,0.737,1.191,-0.474,-0.473,-0.467,0.619,-0.482
875,1,-0.369,-1.355,-0.117,0.433,-0.473,-0.165,-1.614,2.073
876,1,0.827,-1.355,-1.012,-0.474,-0.473,-0.503,-1.614,2.073
877,0,0.827,0.737,-0.668,-0.474,-0.473,-0.45,0.619,-0.482
878,0,0.827,0.737,-0.737,-0.474,-0.473,-0.489,0.619,-0.482
880,1,-1.565,-1.355,1.811,-0.474,0.767,1.025,-1.614,2.073
881,1,-0.369,-1.355,-0.323,-0.474,0.767,-0.125,0.619,-0.482
882,0,0.827,0.737,0.227,-0.474,-0.473,-0.489,0.619,-0.482
883,0,0.827,-1.355,-0.53,-0.474,-0.473,-0.436,0.619,-0.482
884,0,-0.369,0.737,-0.117,-0.474,-0.473,-0.437,0.619,-0.482
885,0,0.827,0.737,-0.323,-0.474,-0.473,-0.506,0.619,-0.482
886,0,0.827,-1.355,0.64,-0.474,5.73,-0.062,-1.614,-0.482
887,0,-0.369,0.737,-0.186,-0.474,-0.473,-0.386,0.619,-0.482
888,1,-1.565,-1.355,-0.737,-0.474,-0.473,-0.044,0.619,-0.482
890,1,-1.565,0.737,-0.255,-0.474,-0.473,-0.044,-1.614,2.073
891,0,0.827,0.737,0.158,-0.474,-0.473,-0.492,-1.614,-0.482
